text,sentiment,film_id
je jich víc a mají lepší výzbroj ale my jsme chytřejší tuna podobně přitroublých obratů a prohlášení dávají tušit velmi špatný scénář a ten je také společně s přehrávajícími hereckými turisty hlavním kamenem úrazu této céčkové filipínské vykrádačky ikonických sci fi milníků jako jsou vetřelci nebo star wars bitva trvala dlouho ale jsme tu podle instrukcí ano ještě nekřesťanská délka dělají z tohoto dílka téměř můčící prostředek přitom výraznější sestřih o nějakých minut mohl z filmu udělat daleko snesitelnější záležitost protože ač jsou triky spíš úsměvné a hodící se lepé jako filmečky do nějaké levnější pc strategie pořád jde o sympatickou snahu kterou tvůrci dokázali podpořit i mírnou výpravou už od pohledu plastové zbraně s legračním pouťovým zvukem přeskakujícího setrvačníku nebo bakelitové chrániče jako součást brnění jednotek a alespoň snahou při výběru exteriérů to jsou i jiné hovada které zvládnou natočit film v jedné cimře co si má člověk myslet o vykutáleném českém překladu názvu už nechám na každém z vás s filmovými hity potažmo principielní proměnou aut v roboty však nemá nic společného kdyby se film jmenoval robot jox zápas robotů po letech dávalo by to lepší smysl na závěr ještě jedna úderná hláška hlavního hrdiny před detonací velitelského stanu vetřelčích invazivců zůstali jste tu moc dlouho je čas vás deportovat šťastný nový rok hudba arnold buena allan feliciano,negative,248178
nás m že akurát tak tešiť že už na prvý poh ad to tvorcovia nemysleli vážne inak by si to zaslúžilo aj mínusové body ale tak už keď na ničom inom aspoň na tej skrumáži trapnych scien sa nedá nezasmiať a aspoň je tu ďalšie kolo o najdebilnejšie zobrazenie pojmu česká komédia kde medzi sebou súťažia troška a soukup ešteže sú tu na záchranu aj iní,negative,8597
namachrované filmy stříkající testosteron od rychlých kol mě obvykle moc nebaví když nedodají nic navíc což byl přesně tenhle případ závody jsou natočené bravurně ale příběh sám není ničím ozvláštněn leda tak potlačením role anglie zostuzením itálie a oslavou velkohubosti ameriky lživé na úkor jiných národů což mi vysloveně vadí a ještě podváděli,negative,332773
céčková záležitost nicméně konec příjemně překvapil alespoň co se počtu přeživších týče zbytek tzn vše od zápletky až po digitální opičí mutanty a haha drsnou asiatku je ale no comment xd,negative,235792
píčovina která nemá nic společného s prvnímy dvěma díly jen se třetím a to jen bohužel tu debilitu trojka je sice ještě horší ale tohlenc je fakt ubohost,negative,17222
děj posledního dílu se táhne jako polévka v zahradní restauraci za silného deště trojka převzala všechen pathos dvojky nedá si s ním pokoj až do samého konce a k tomu se nám postavy na obou stranách barikády začínají chovat jaksi zkratovitě ale výtečná hudba svou quasi leitmotivní technikou při reminiscencích na shire nebo na staré dobré společenstvo nenechá jedno oko suché na konci jsem byl téměř dojat jednak postavou samwise a taky tím že jsem s trilogií strávil tolik času a teď je konec,positive,4712
stejně jako kniha má i film své kvality díky kterým se zážitek ze zhlédnutí stane nezapomenutelným psychologický thriller který předkládá dva směrodatné pohledy na zakořeněné zlo a celou škálu různorodých názorů na mladistvé vrahy odpovědnost rodinné zázemí vyrovnání se se ztrátou a odpovědností za činy své i svých dětí zaujmout dokáže klaustrofobická atmosféra plná strachu úzkosti sebekázně a nenávisti režisér lynne ramsay se vypořádal s knižní předlohou která je částečně vyprávěna pomocí dopisů a nahradil jí skvělou prací s chronologií stěžejních událostí příběhu we need to talk about kevin nadchne milovníky knižních adaptací ale i ty kteří knihu lionel shriver v knihovně nemají,positive,277621
tolik silných okamžiků a šílených příběhů se v jednom filmu jen tak nevidí naprosto dokonalé herecké výkony soundtrack dialogy kamera a není snad nic co by se tomuto kultovnímu filmu dalo vytknout má srdcovka kterou hodnotím hvězdičky pokud jsem dobře informován o situaci máme tu auto plus tělo mínus hlava v garáži,positive,8852
úžasný a pre mňa zvlášť úchvatný film ve mi zaujímavý až som niekedy mala mráz v chrbte vždy som sa tešila že ho uvidím,positive,6260
většinu času roztahaný thriller kde se atmosféra vytváří legračně hlavně hukotem v pozadí a který se ve finále propadne do haluzí které mě nijak neláká rozklíčovávat harring sexy watts tradičně skvělá,negative,6256
vrčící žraloci dementní dialogy nuda jedna scénka za všechny po útoku smečky žraloků na koupající se lidi jednoho takového člověka zachrání z vody je těžce potrhaný a má ukousnutou nohu a hlavní hrdinka se klidně zeptá bude v pořádku,negative,42741
důstojné pokračování prvního dílu i když tentokrát ve značně akčnější podobě napětí takřka od začátku do konce působivé triky skvěle udělaná vetřelčí královna myslím že není třeba více dodávat protože to už musel vidět asi každý a asi každému se to taky muselo líbit,positive,1245
nesdílím zdejší euforické nadšení a ani příliš nesouhlasím s tolik vysokým hodnocením jedná se samozřejmě o legendární a velmi kvalitní snímek a dokážu ocenit že je vskutku bravurně zpracován i skvěle zahrán jen mě prostě nedokázal dostat to vše co je zde pro většinu geniální a nezapomenutelné je pro mě pouze kvalitní a výborné,positive,15046
asi takhle mám pochopení pro nezávislou produkci birdemicnechme pro tuto chvíli stranou možnosti mladých nadšenců jsou opravdu omezené a proto jsem se taky neuchýlil k odpadovému hodnocení přesto je tenhle film ukázkou toho jak by se to dělat nemělo digitální megalodon vyvolávající salvy smíchu parta zlodějských tupounů originální řešení problémů a minutové závěrečné titulky které zabírají celých procent délky filmu i,negative,310843
cameronovi vetřelci dodnes zůstávají zcela ojedinělým projektem ne z hlediska konceptu vytvořit pokračování úspěšného titulu které bude stylově zcela odlišné ale coby mainstreamový blockbuster a akční hit sezóny cílený na co nejširší publikum jenž jako ústřední motivy vyprávění staví mateřství a genderové role jediný další titul který tato témata pojímá v podobné šíři je tarantinova óda na mateřství a ženské bojovnice kill bill ale ta je stejně jako ostatní snímky autora určená výrazně užšímu a vytříbenějšímu publiku výjimečnost vetřelců spočívá v tom že na rozdíl od jiných titulů kde v hlavních rolích vystupují aktivně jednající ženy zdejší hrdinka si zcela uchovává veškeré ženské atributy a není při tom vůbec objektivizována či sexualizována v tom se zásadně liší od často vzpomínaných akčních hrdinek jako wonder woman či xena jež bývají dnes uznávány jako milníky v emancipaci ženských postav v popkultuře ale svou sílu a zdánlivou nespoutanost vykupují tím že jsou uzpůsobeny tradičně podmaňujícímu voyeuristickému pohledu ellen ripley ční dokonce i ve filmografii jamese camerona jenž ve všech svých filmech upřednostňoval silné ženské postavy neboť se nenechává zastínit muži jako postavy v pravdivých lžích či avataru ani není definována svými emocemi viz propast či titanic také není stigmatizovaná absencí penisu jako sarah connorová z obou terminátorů která v prvním díle je typická dáma v nesnázích aby se posléze ve dvojce ze strachu z přicházející hrozby transformovala do androgynní bytosti jež se zoufale snaží být silnější než muži čímž se ale jen vzdaluje svému synovi principielně lze děj t shrnout jako boj za mateřskou podstatu sarah connorové která chce mermomocí svému synovi nahradit otce až on nevyhnutelně jako začne vzhlížet k terminátorovi jemuž se sarah na rozdíl od ostatních mužů s nimiž předtím byla již nemůže vyrovnat závěrečná oběť terminátora tak není pouze zárukou lepší budoucnosti lidstva ale také navrácením ztraceného ráje mateřského objetí cameron ve vetřelcích navazuje na princip genderové profilace hrdinky z prvního vetřelce ale ještě ho více upřednostnil aby zdůraznil podstatu postavy také tentokrát se ripley ocitá uprostřed tradiční patriarchálního světa jehož principy jsou ještě zdůrazněny tím že namísto kariérní hierarchie posádky nákladní lodi je vržena do tvrdě machistické společnosti mariňáků jistě i v tomto kolektivu najdeme ženy ale příznačně jsou buďto upozaděny v pasivních či přímo pečovatelských pozicích jako pilotka colette ferro a zdravotnice cynthia dietrich nebo se jako jenette vasquez musí o své místo v kolektivu hlásit stylem sarah connor tedy že budou mužnější než muži zákonitě je ripley upozaděna hlučnými a egocentrickými vojáky vůči jejichž suverenitě a skotáctví vyznívá až jako hysterická matka peskující neposlušná děcka u nich nemá žádnou autoritu ale podobně jako v prvním filmu série i tentokrát se pravá podstata a síla ripley odhaluje právě v kontrastu vůči ostatním figurám když ty začnou odpadávat ripley přebírá iniciativu a ukazuje svou rozvahu a racionalitu oproti zkratovité vasquez aktivně řeší nastalé problémy na rozdíl od panického plukovníka gormana a především je člověkem činů a ne jen siláckých řečí jako hudson v momentě kdy jsou odstraněny všechny mužské postavy bishop je coby android jakoby ekvivalentem gaye tedy přítele a pomocníka ženské postavy plně vykrystalizuje odklon snímku od tradičních genderových norem ripley se neupíná k nějakému muži naopak hicks se upíná k ní a tak i vyprávění směřuje k ustanovení nikoli heterosexuálního páru nýbrž páru matka dcera při tom ale matka není vnímaná jako pečovatelka tedy z podstaty pasivní ideál mramorizovaný v letech nýbrž coby ochranitelka a tedy i aktivní figura finální konfrontace ripley a vetřelčí královny je pak soubojem dvou matek potažmo skrze postavu newt o niž se doslova přetahují nabývá podobu střetu milující matky a zlé macechy viz ikonická fráze get away from her you bitch,positive,1245
jako když si doma uděláte domácí video s přáteli které pak předabujete že to vypadá jako film z albánie a uděláte nějaké nervydrásající scény a k tomu dva kečupy heinz tady navíc se mihnou známé herecké tváře brabec morávková opravdu šílenost ale co naplat furt mi to přijde ryzí filmařina víc než kameňáky babovředy a spol budu toto dílko brát s nadhledem a dám tři hvězdy za odvahu nebo nesoudnost,negative,229857
